1:"$Sreact.fragment"
2:I[769197,["/_next/static/chunks/11qec01dpb~3c.js","/_next/static/chunks/0swla0ygvg0if.js","/_next/static/chunks/0fc7~u1mir24_.js","/_next/static/chunks/0jxosned2cr2f.js","/_next/static/chunks/0g3z5whdg_9sq.js"],""]
3:I[164341,["/_next/static/chunks/11qec01dpb~3c.js","/_next/static/chunks/0swla0ygvg0if.js","/_next/static/chunks/0fc7~u1mir24_.js","/_next/static/chunks/0jxosned2cr2f.js","/_next/static/chunks/0g3z5whdg_9sq.js"],"default"]
4:I[267848,["/_next/static/chunks/11qec01dpb~3c.js","/_next/static/chunks/0swla0ygvg0if.js","/_next/static/chunks/0fc7~u1mir24_.js","/_next/static/chunks/0jxosned2cr2f.js","/_next/static/chunks/0g3z5whdg_9sq.js"],"CopyMarkdownButton"]
b:I[901088,["/_next/static/chunks/11qec01dpb~3c.js","/_next/static/chunks/0swla0ygvg0if.js","/_next/static/chunks/0fc7~u1mir24_.js","/_next/static/chunks/0jxosned2cr2f.js","/_next/static/chunks/0g3z5whdg_9sq.js"],"ChartPreview"]
17:I[675049,["/_next/static/chunks/11qec01dpb~3c.js","/_next/static/chunks/0swla0ygvg0if.js"],"OutletBoundary"]
18:"$Sreact.suspense"
0:{"rsc":["$","$1","c",{"children":[[["$","div",null,{"className":"px-4 md:px-12 pt-6","children":["$","div",null,{"className":"flex justify-between items-center relative","children":[["$","nav",null,{"aria-label":"Breadcrumb","className":"flex items-center gap-2 mb-3","children":[["$","span","0",{"className":"flex items-center gap-1","children":[["$","$L2",null,{"href":"/examples","className":"text-sm font-bold text-primary hover:underline transition-opacity","children":"Examples"}],["$","$L3",null,{"iconNode":[["path",{"d":"m9 18 6-6-6-6","key":"mthhwq"}]],"className":"lucide-chevron-right w-3.5 h-3.5 text-primary shrink-0","strokeWidth":2.5}]]}],["$","span","1",{"className":"flex items-center gap-1","children":[["$","$L2",null,{"href":"/examples/histogram","className":"text-sm font-bold text-primary hover:underline transition-opacity","children":"Histogram"}],["$","$L3",null,{"iconNode":"$0:rsc:props:children:0:0:props:children:props:children:0:props:children:0:props:children:1:props:iconNode","className":"lucide-chevron-right w-3.5 h-3.5 text-primary shrink-0","strokeWidth":2.5}]]}]]}],["$","div",null,{"className":"absolute right-0","style":{"transform":"translateY(calc(-50% + 12px))"},"children":["$","$L4",null,{}]}]]}]}],["$","div",null,{"className":"max-w-6xl px-4 md:px-12 pb-10","children":[["$","header",null,{"className":"mb-8","children":[["$","h1",null,{"className":"text-[40px] font-extrabold leading-tight tracking-tight text-on-surface","children":"Histogram"}],["$","p",null,{"className":"text-on-surface-variant","children":"A histogram is a chart that displays data distribution, using bars to represent the frequency of data points within a certain range. The height (or length) of each bar represents the number of data points falling within a specific interval, the X-axis represents the range of data values, and the Y-axis represents the frequency or count. Histograms are primarily used to represent the distribution of continuous variables and help analyze the central tendency, dispersion, and shape of data. The difference between a histogram and a bar chart: a histogram reflects data distribution, while a bar chart only compares values. In terms of data structure, a bar chart requires a categorical variable that is discrete (e.g., Class 1, Class 2, Class 3), so there are gaps between bars. But histogram data consists of continuous numerical variables (e.g., scores), so there are no gaps between bars."}]]}],["$","section",null,{"className":"mb-8","children":["$","div",null,{"className":"bg-surface-container p-4 rounded-lg border border-outline-variant","children":[["$","h3",null,{"className":"text-2xl font-bold mb-4 text-on-surface flex items-center gap-2","children":[["$","$L3",null,{"iconNode":[["path",{"d":"M15 14c.2-1 .7-1.7 1.5-2.5 1-.9 1.5-2.2 1.5-3.5A6 6 0 0 0 6 8c0 1 .2 2.2 1.5 3.5.7.7 1.3 1.5 1.5 2.5","key":"1gvzjb"}],["path",{"d":"M9 18h6","key":"x1upvd"}],["path",{"d":"M10 22h4","key":"ceow96"}]],"className":"lucide-lightbulb text-primary w-5 h-5"}],"Use Cases"]}],["$","ul",null,{"className":"grid gap-4 grid-cols-1 sm:grid-cols-2 lg:grid-cols-3","children":[["$","li","Observe data distribution patterns, such as normal distribution, skewed distribution, etc.",{"className":"flex items-start gap-3 text-on-surface-variant","children":[["$","$L3",null,{"iconNode":[["path",{"d":"M21.801 10A10 10 0 1 1 17 3.335","key":"yps3ct"}],["path",{"d":"m9 11 3 3L22 4","key":"1pflzl"}]],"className":"lucide-circle-check-big w-4 h-4 mt-1 text-primary shrink-0"}],["$","span",null,{"className":"text-sm","children":"Observe data distribution patterns, such as normal distribution, skewed distribution, etc."}]]}],["$","li","Identify central regions and extreme values in data, helping analyze data variability and centrality.",{"className":"flex items-start gap-3 text-on-surface-variant","children":[["$","$L3",null,{"iconNode":"$0:rsc:props:children:0:1:props:children:1:props:children:props:children:1:props:children:0:props:children:0:props:iconNode","className":"lucide-circle-check-big w-4 h-4 mt-1 text-primary shrink-0"}],["$","span",null,{"className":"text-sm","children":"Identify central regions and extreme values in data, helping analyze data variability and centrality."}]]}],"$L5"]}]]}]}],"$L6","$L7"]}]],["$L8","$L9"],"$La"]}],"isPartial":false,"staleTime":300,"varyParams":null,"buildId":"T6pNBJmV1WwXB_y5IR65Q"}
5:["$","li","Process continuous data by dividing it into multiple intervals and counting the frequency of each interval.",{"className":"flex items-start gap-3 text-on-surface-variant","children":[["$","$L3",null,{"iconNode":"$0:rsc:props:children:0:1:props:children:1:props:children:props:children:1:props:children:0:props:children:0:props:iconNode","className":"lucide-circle-check-big w-4 h-4 mt-1 text-primary shrink-0"}],["$","span",null,{"className":"text-sm","children":"Process continuous data by dividing it into multiple intervals and counting the frequency of each interval."}]]}]
c:T6ff,vis histogram
data
  - 68
  - 72
  - 85
  - 56
  - 91
  - 74
  - 63
  - 88
  - 79
  - 67
  - 82
  - 95
  - 58
  - 76
  - 84
  - 71
  - 93
  - 65
  - 78
  - 87
  - 52
  - 73
  - 81
  - 69
  - 90
  - 62
  - 75
  - 86
  - 59
  - 77
  - 83
  - 70
  - 94
  - 66
  - 80
  - 89
  - 55
  - 72
  - 85
  - 64
  - 92
  - 68
  - 76
  - 83
  - 57
  - 88
  - 74
  - 81
  - 67
  - 95
  - 61
  - 79
  - 86
  - 53
  - 91
  - 70
  - 78
  - 84
  - 63
  - 87
  - 75
  - 82
  - 69
  - 93
  - 58
  - 73
  - 80
  - 66
  - 89
  - 54
  - 77
  - 85
  - 62
  - 90
  - 71
  - 79
  - 83
  - 65
  - 94
  - 60
  - 76
  - 88
  - 56
  - 92
  - 68
  - 81
  - 74
  - 86
  - 64
  - 78
  - 84
  - 72
  - 87
  - 59
  - 75
  - 82
  - 67
  - 91
  - 55
  - 80
  - 85
  - 63
  - 89
  - 70
  - 77
  - 83
  - 66
  - 93
  - 61
  - 79
  - 88
  - 57
  - 90
  - 73
  - 82
  - 68
  - 86
  - 54
  - 76
  - 84
  - 62
  - 95
  - 69
  - 78
  - 81
  - 65
  - 87
  - 58
  - 74
  - 83
  - 71
  - 92
  - 60
  - 80
  - 85
  - 67
  - 89
  - 53
  - 77
  - 82
  - 64
  - 91
  - 72
  - 79
  - 86
  - 56
  - 94
  - 68
  - 75
  - 83
  - 63
  - 88
  - 70
  - 81
  - 85
  - 59
  - 90
  - 66
  - 78
  - 84
  - 74
  - 87
  - 55
  - 76
  - 82
  - 62
  - 93
  - 69
  - 80
  - 86
  - 65
  - 89
  - 51
  - 73
  - 83
  - 71
  - 92
  - 60
  - 79
  - 85
  - 67
  - 88
  - 57
  - 77
  - 81
  - 64
  - 91
  - 72
  - 78
  - 84
  - 68
  - 86
  - 54
  - 75
  - 82
  - 63
  - 90
  - 70
  - 80
  - 87
  - 59
  - 94
  - 66
  - 76
  - 83
  - 61
  - 89
  - 52
  - 74
  - 85
  - 67
  - 93
  - 58
  - 79
  - 81
  - 65
  - 88
  - 73
  - 78
  - 84
  - 69
  - 91
  - 55
  - 82
  - 86
  - 62
  - 77
  - 71
  - 80
  - 83
  - 64
  - 90
  - 68
  - 76
  - 85
  - 56
  - 87
  - 72
  - 79
  - 82
  - 63
  - 95
binNumber 10
title "Exam Score Distribution"
axisXTitle Score
axisYTitle Countd:T87c,vis histogram
data
  - 485
  - 492
  - 501
  - 508
  - 497
  - 515
  - 489
  - 503
  - 495
  - 510
  - 482
  - 498
  - 506
  - 491
  - 518
  - 487
  - 504
  - 496
  - 512
  - 480
  - 499
  - 507
  - 493
  - 516
  - 484
  - 502
  - 494
  - 511
  - 486
  - 505
  - 497
  - 513
  - 481
  - 500
  - 509
  - 490
  - 517
  - 483
  - 501
  - 495
  - 514
  - 488
  - 506
  - 492
  - 510
  - 479
  - 498
  - 504
  - 489
  - 519
  - 485
  - 503
  - 496
  - 512
  - 482
  - 500
  - 508
  - 491
  - 515
  - 487
  - 505
  - 494
  - 511
  - 483
  - 502
  - 497
  - 513
  - 486
  - 507
  - 493
  - 518
  - 480
  - 499
  - 505
  - 490
  - 516
  - 484
  - 503
  - 495
  - 510
  - 488
  - 501
  - 509
  - 492
  - 514
  - 481
  - 498
  - 506
  - 494
  - 512
  - 485
  - 504
  - 496
  - 511
  - 483
  - 500
  - 507
  - 491
  - 517
  - 487
  - 502
  - 495
  - 513
  - 479
  - 499
  - 508
  - 490
  - 515
  - 482
  - 505
  - 493
  - 510
  - 486
  - 503
  - 497
  - 512
  - 484
  - 501
  - 509
  - 494
  - 516
  - 488
  - 506
  - 492
  - 514
  - 480
  - 498
  - 504
  - 491
  - 518
  - 485
  - 502
  - 496
  - 511
  - 483
  - 500
  - 507
  - 489
  - 513
  - 487
  - 505
  - 495
  - 510
  - 481
  - 499
  - 508
  - 493
  - 517
  - 484
  - 503
  - 497
  - 512
  - 486
  - 501
  - 506
  - 490
  - 515
  - 482
  - 504
  - 494
  - 509
  - 488
  - 500
  - 507
  - 491
  - 514
  - 485
  - 502
  - 496
  - 511
  - 479
  - 498
  - 505
  - 493
  - 516
  - 483
  - 503
  - 497
  - 510
  - 487
  - 508
  - 492
  - 513
  - 480
  - 499
  - 504
  - 490
  - 518
  - 484
  - 501
  - 495
  - 512
  - 486
  - 506
  - 494
  - 509
  - 482
  - 500
  - 507
  - 491
  - 515
  - 488
  - 503
  - 496
  - 511
  - 485
  - 502
  - 498
  - 514
  - 481
  - 505
  - 493
  - 510
  - 487
  - 508
  - 497
  - 512
  - 483
  - 499
  - 504
  - 490
  - 517
  - 486
  - 501
  - 495
  - 509
  - 479
  - 506
  - 492
  - 513
  - 484
  - 500
  - 507
  - 494
  - 516
  - 488
  - 503
  - 496
  - 511
  - 482
  - 498
  - 505
  - 491
  - 515
  - 485
  - 502
  - 497
  - 510
binNumber 15
title "Product Weight Distribution"
axisXTitle "Weight (g)"
axisYTitle Frequency
style
  palette
    - "#A855F7"
    - "#38BDF8"
